Regional,Province,District,Sub-District,Derivation,Source,Source Type,Other Source Type,Channel,Period,Locale
ภาคเหนือ,พิจิตร,ตะพานหิน,งิ้วราย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิจิตร,ตะพานหิน,งิ้วราย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิจิตร,สามง่าม,หนองโสน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิจิตร,เมืองพิจิตร,ปากทาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิจิตร,เมืองพิจิตร,โรงช้าง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,บางกระทุ่ม,บ้านไร่,VCIS Referer มาจาก ศปก. (Incident นี้ถูก Refer มาจาก ศปก อื่น ผ่านระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,อรัญญิก,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,บางกระทุ่ม,บ้านไร่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,งิ้วงาม,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,บางกระทุ่ม,ไผ่ล้อม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,วังทอง,วังพิกุล,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานศึกษา
ภาคเหนือ,พิษณุโลก,วังทอง,วังทอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,ดอนทอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,บางระกำ,คุยม่วง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,พรหมพิราม,ทับยายเชียง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,หัวรอ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,นครไทย,บ้านแยง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,หัวรอ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,ท่าโพธิ์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,เมืองพิษณุโลก,บึงพระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,วังทอง,บ้านกลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,พิษณุโลก,นครไทย,เนินเพิ่ม,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำปาง,ห้างฉัตร,หนองหล่ม,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำปาง,เมืองลำปาง,กล้วยแพะ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำปาง,แม่เมาะ,สบป้าด,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,เมืองลำพูน,มะเขือแจ้,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,เมืองลำพูน,บ้านกลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,เมืองลำพูน,บ้านกลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่สาธารณะ
ภาคเหนือ,ลำพูน,ป่าซาง,แม่แรง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,เมืองลำพูน,บ้านกลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,ป่าซาง,นครเจดีย์,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,เมืองลำพูน,เหมืองง่า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,เวียงหนองล่อง,วังผาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,ลำพูน,แม่ทา,ทาแม่ลอบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),องค์การบริหารส่วนตําบล,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านเกาะ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,ท่าปลา,จริม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,พิชัย,ท่าสัก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),อัยการจังหวัด,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่าน,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,พนักงานเจ้าหน้าที่,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,ท่าปลา,หาดล้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,พิชัย,นายาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุตรดิตถ์,น้ำปาด,แสนตอ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,ลานสัก,น้ำรอบ,VCIS Referer มาจาก ศปก. (Incident นี้ถูก Refer มาจาก ศปก อื่น ผ่านระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,ห้วยคต,ทองหลาง,VCIS Referer มาจาก ศปก. (Incident นี้ถูก Refer มาจาก ศปก อื่น ผ่านระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,ห้วยคต,ทองหลาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,ลานสัก,น้ำรอบ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,หนองฉาง,ทุ่งโพ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,ทัพทัน,ตลุกดู่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,บ้านไร่,แก่นมะกรูด,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,เมืองอุทัยธานี,อุทัยใหม่,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,Walk in,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,เมืองอุทัยธานี,น้ำซึม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,สว่างอารมณ์,บ่อยาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,ทัพทัน,ตลุกดู่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,อุทัยธานี,เมืองอุทัยธานี,สะแกกรัง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สถานีตำรวจ,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่สาธารณะ
ภาคเหนือ,อุทัยธานี,เมืองอุทัยธานี,ดอนขวาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,พนักงานเจ้าหน้าที่,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,พาน,ดอยงาม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศูนย์ช่วยเหลือสังคมระดับตำบล/ชุมชน,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,เมืองเชียงราย,แม่ยาว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,แม่สาย,ศรีเมืองชุม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,เวียงชัย,ดอนศิลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่สาธารณะ
ภาคเหนือ,เชียงราย,เชียงแสน,บ้านแซว,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,ป่าแดด,ป่าแงะ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,ดอยหลวง,ปงน้อย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,เมืองเชียงราย,ห้วยสัก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,เมืองเชียงราย,รอบเวียง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่สาธารณะ
ภาคเหนือ,เชียงราย,พญาเม็งราย,เม็งราย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),มูลนิธิปวีณาหงสกุล,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,ขุนตาล,ป่าตาล,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศูนย์ช่วยเหลือสังคมระดับตำบล/ชุมชน,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,เมืองเชียงราย,รอบเวียง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,แม่จัน,ป่าซาง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,แม่ฟ้าหลวง,แม่สลองนอก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงราย,เมืองเชียงราย,รอบเวียง,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่สาธารณะ
ภาคเหนือ,เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,"Electronic (เช่น ไลน์, email, social media)",18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงใหม่,เมืองเชียงใหม่,หนองหอย,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เชียงใหม่,สันกำแพง,บวกค้าง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เพชรบูรณ์,เมืองเพชรบูรณ์,นาป่า,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เพชรบูรณ์,ศรีเทพ,สระกรวด,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เพชรบูรณ์,หล่มสัก,ปากดุก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,เพชรบูรณ์,หล่มสัก,ปากช่อง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แพร่,ร้องกวาง,แม่ยางตาล,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แพร่,สูงเม่น,เวียงทอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แพร่,ร้องกวาง,แม่ยางร้อง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แพร่,เมืองแพร่,ป่าแมต,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แพร่,วังชิ้น,แม่เกิ๋ง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แพร่,เมืองแพร่,ในเวียง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศาลเยาวชนและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,ปางหมู,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,ปางมะผ้า,สบป่อง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,ปางหมู,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,ห้วยผา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,ห้วยโป่ง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ทำงาน
ภาคเหนือ,แม่ฮ่องสอน,แม่ลาน้อย,แม่ลาน้อย,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,อาสาสมัครพัฒนาสังคมฯ,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคเหนือ,แม่ฮ่องสอน,ขุนยวม,แม่กิ๊,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคใต้,กระบี่,อ่าวลึก,อ่าวลึกใต้,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,สวี,ทุ่งระยะ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,สวี,สวี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,ท่าแซะ,รับร่อ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,สวี,ท่าหิน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,สวี,ด่านสวี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),ปลัดอำเภอหัวหน้ากลุ่มงานบริหารงานปกครองอำเภอสวี,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,สวี,วิสัยใต้,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,ศูนย์ดำรงธรรม,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคใต้,ชุมพร,สวี,นาสัก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
