Regional,Province,District,Sub-District,Gender,Age,Age Range,Relation,Mariage Registration,Alcohol,Drug,Authoritative,Rage,Jealous,Divorce,Health Problem,Mental Problem,Gambling Addict,Economics Stress,Relation Type,Relation Type Group
ภาคเหนือ,ตาก,เมืองตาก,วังหิน,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคเหนือ,ตาก,เมืองตาก,ป่ามะม่วง,ชาย,7.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคเหนือ,ตาก,แม่สอด,แม่ตาว,ชาย,63.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคเหนือ,นครสวรรค์,เมืองนครสวรรค์,หนองปลิง,หญิง,36.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคเหนือ,นครสวรรค์,เมืองนครสวรรค์,ปากน้ำโพ,หญิง,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,แยกกันอยู่,จดทะเบียนหย่า,ไม่,ไม่,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคเหนือ,นครสวรรค์,พยุหะคีรี,น้ำทรง,หญิง,30.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,แยกกันอยู่,จดทะเบียนหย่า,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคเหนือ,นครสวรรค์,แม่เปิน,แม่เปิน,หญิง,21.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคเหนือ,นครสวรรค์,ตากฟ้า,เขาชายธง,หญิง,50.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,จดทะเบียนหย่า,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,"คู่ชีวิต,อดีตสามี",คู่สมรส/คู่รัก
ภาคเหนือ,นครสวรรค์,เมืองนครสวรรค์,หนองกระโดน,หญิง,53.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคเหนือ,นครสวรรค์,ชุมแสง,พันลาน,ชาย,71.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคเหนือ,นครสวรรค์,โกรกพระ,หาดสูง,หญิง,38.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,ยังไม่ได้จดทะเบียนหย่า,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคเหนือ,น่าน,เมืองน่าน,สะเนียน,หญิง,55.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคเหนือ,น่าน,เวียงสา,กลางเวียง,หญิง,6.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคเหนือ,น่าน,เมืองน่าน,นาซาว,ชาย,52.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคเหนือ,น่าน,สันติสุข,พงษ์,หญิง,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลุง,ผู้ปกครอง/เครือญาติ
ภาคเหนือ,น่าน,เชียงกลาง,พญาแก้ว,หญิง,18.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ยาย,ผู้ปกครอง/เครือญาติ
ภาคเหนือ,น่าน,ท่าวังผา,ยม,ชาย,62.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ลูกเลี้ยง,บุตร/หลาน
ภาคเหนือ,น่าน,เชียงกลาง,เปือ,ชาย,41.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคเหนือ,น่าน,เวียงสา,แม่ขะนิง,หญิง,58.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลูกเลี้ยง,บุตร/หลาน
ภาคเหนือ,น่าน,ภูเพียง,เมืองจัง,หญิง,43.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคเหนือ,น่าน,ภูเพียง,น้ำแก่น,หญิง,47.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ อดีตแฟน,คู่สมรส/คู่รัก
ภาคเหนือ,น่าน,ทุ่งช้าง,และ,หญิง,46.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคเหนือ,น่าน,เวียงสา,นาเหลือง,ชาย,45.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคเหนือ,น่าน,ปัว,ป่ากลาง,หญิง,42.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
